author_openalex_id,topic,period_a_from,period_a_to,period_b_from,period_b_to,pubs_a,pubs_b,cites_a,cites_b,label
A5089073067,Underwater Acoustics Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5089083334,Astronomical Observations and Instrumentation,1970,2014,2015,2026,1,0,0,0,Declining
A5089083334,Research Data Management Practices,1970,2014,2015,2026,1,0,0,0,Declining
A5089086037,earthquake and tectonic studies,1970,2014,2015,2026,0,3,0,10,Emerging
A5089086037,Earthquake Detection and Analysis,1970,2014,2015,2026,0,1,0,1,Emerging
A5089086037,Geological and Geochemical Analysis,1970,2014,2015,2026,0,1,0,9,Emerging
A5089086037,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,2,0,1,Emerging
A5089086037,High-pressure geophysics and materials,1970,2014,2015,2026,0,1,0,9,Emerging
A5089086037,Maritime and Coastal Archaeology,1970,2014,2015,2026,0,1,0,0,Emerging
A5089101358,Analytical Chemistry and Chromatography,1970,2014,2015,2026,1,0,23,0,Declining
A5089101358,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,1,0,23,0,Declining
A5089101358,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,1,0,23,0,Declining
A5089111539,earthquake and tectonic studies,1970,2014,2015,2026,0,1,0,3,Emerging
A5089111539,Geophysical Methods and Applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5089111539,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5089111539,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,2,0,3,Emerging
A5089111539,Seismology and Earthquake Studies,1970,2014,2015,2026,0,1,0,3,Emerging
A5089112567,Geological and Tectonic Studies in Latin America,1970,2014,2015,2026,0,1,0,0,Emerging
A5089112567,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,0,Emerging
A5089115139,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,8,Emerging
A5089115139,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,8,Emerging
A5089115139,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,8,Emerging
A5089149869,Academic Publishing and Open Access,1970,2014,2015,2026,0,1,0,6,Emerging
A5089149869,Atmospheric and Environmental Gas Dynamics,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,Big Data and Business Intelligence,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,earthquake and tectonic studies,1970,2014,2015,2026,3,57,32,573,Strong surge
A5089149869,Earthquake Detection and Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,Environmental Engineering and Cultural Studies,1970,2014,2015,2026,0,2,0,0,Emerging
A5089149869,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,7,0,11,Emerging
A5089149869,Geological and Geochemical Analysis,1970,2014,2015,2026,4,31,58,326,Strong surge
A5089149869,Geological and Geophysical Studies,1970,2014,2015,2026,3,39,0,115,Strong surge
A5089149869,Geological and Geophysical Studies Worldwide,1970,2014,2015,2026,0,2,0,3,Emerging
A5089149869,Geological and Tectonic Studies in Latin America,1970,2014,2015,2026,0,1,0,4,Emerging
A5089149869,Geological formations and processes,1970,2014,2015,2026,0,5,0,31,Emerging
A5089149869,Geological Modeling and Analysis,1970,2014,2015,2026,1,0,0,0,Declining
A5089149869,Geological Studies and Exploration,1970,2014,2015,2026,0,6,0,0,Emerging
A5089149869,Geomagnetism and Paleomagnetism Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,0,5,0,31,Emerging
A5089149869,Geophysics and Gravity Measurements,1970,2014,2015,2026,0,3,0,0,Emerging
A5089149869,Geophysics and Sensor Technology,1970,2014,2015,2026,0,3,0,0,Emerging
A5089149869,High-pressure geophysics and materials,1970,2014,2015,2026,1,40,32,552,Strong surge
A5089149869,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,8,0,42,Emerging
A5089149869,Maritime and Coastal Archaeology,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,4,0,0,Emerging
A5089149869,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,7,Emerging
A5089149869,Planetary Science and Exploration,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,Radioactive element chemistry and processing,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,Research Data Management Practices,1970,2014,2015,2026,0,1,0,6,Emerging
A5089149869,Scientific Computing and Data Management,1970,2014,2015,2026,0,1,0,0,Emerging
A5089149869,scientometrics and bibliometrics research,1970,2014,2015,2026,0,2,0,6,Emerging
A5089149869,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,6,33,26,118,Strong surge
A5089149869,Seismic Waves and Analysis,1970,2014,2015,2026,4,26,26,291,Strong surge
A5089149869,Seismology and Earthquake Studies,1970,2014,2015,2026,1,8,0,5,Strong surge
A5089149869,Underwater Acoustics Research,1970,2014,2015,2026,1,1,0,0,Declining
A5089169733,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,2,0,1,Emerging
A5089169733,Seismic Waves and Analysis,1970,2014,2015,2026,0,2,0,1,Emerging
A5089169733,Seismology and Earthquake Studies,1970,2014,2015,2026,0,2,0,1,Emerging
A5089187828,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,5,Emerging
A5089187828,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5089187828,Pickering emulsions and particle stabilization,1970,2014,2015,2026,0,1,0,5,Emerging
A5089201028,Disaster Response and Management,1970,2014,2015,2026,0,2,0,0,Emerging
A5089201028,earthquake and tectonic studies,1970,2014,2015,2026,0,2,0,0,Emerging
A5089201028,Earthquake Detection and Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5089201028,Marine and environmental studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089212288,Social and Educational Sciences,1970,2014,2015,2026,1,0,0,0,Declining
A5089212288,Social Media and Politics,1970,2014,2015,2026,1,0,0,0,Declining
A5089215454,Electronic Health Records Systems,1970,2014,2015,2026,0,1,0,6,Emerging
A5089215454,Medical Coding and Health Information,1970,2014,2015,2026,0,1,0,6,Emerging
A5089215454,Primary Care and Health Outcomes,1970,2014,2015,2026,0,1,0,6,Emerging
A5089215525,Geological and Tectonic Studies in Latin America,1970,2014,2015,2026,1,0,0,0,Declining
A5089234487,Geochemistry and Geologic Mapping,1970,2014,2015,2026,1,0,0,0,Declining
A5089234487,Mineral Processing and Grinding,1970,2014,2015,2026,1,0,0,0,Declining
A5089235503,Dental Implant Techniques and Outcomes,1970,2014,2015,2026,0,1,0,3,Emerging
A5089235503,Dental materials and restorations,1970,2014,2015,2026,0,1,0,3,Emerging
A5089235503,Orthodontics and Dentofacial Orthopedics,1970,2014,2015,2026,0,1,0,3,Emerging
A5089265887,Black Holes and Theoretical Physics,1970,2014,2015,2026,1,0,0,0,Declining
A5089265887,"Cancer, Hypoxia, and Metabolism",1970,2014,2015,2026,5,0,0,0,Declining
A5089265887,Geological Studies and Exploration,1970,2014,2015,2026,6,2,1298,131,Declining
A5089265887,Geology and Paleoclimatology Research,1970,2014,2015,2026,6,2,1298,131,Declining
A5089265887,Marine and environmental studies,1970,2014,2015,2026,1,0,748,0,Declining
A5089265887,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,4,4,550,131,Declining
A5089265887,Molecular Biology Techniques and Applications,1970,2014,2015,2026,4,0,0,0,Declining
A5089265887,Particle physics theoretical and experimental studies,1970,2014,2015,2026,1,0,0,0,Declining
A5089265887,Quantum Chromodynamics and Particle Interactions,1970,2014,2015,2026,1,0,0,0,Declining
A5089265887,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,2,0,0,Emerging
A5089265887,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,2,0,0,Emerging
A5089272159,Adsorption and biosorption for pollutant removal,1970,2014,2015,2026,0,1,0,91,Emerging
A5089272159,Electrochemical sensors and biosensors,1970,2014,2015,2026,0,1,0,1,Emerging
A5089272159,Electrospun Nanofibers in Biomedical Applications,1970,2014,2015,2026,0,2,0,92,Emerging
A5089272159,Membrane Separation Technologies,1970,2014,2015,2026,0,1,0,91,Emerging
A5089272159,Nanomaterials for catalytic reactions,1970,2014,2015,2026,0,1,0,1,Emerging
A5089287116,Advanced Memory and Neural Computing,1970,2014,2015,2026,0,1,0,24,Emerging
A5089287116,Advancements in Solid Oxide Fuel Cells,1970,2014,2015,2026,0,3,0,13,Emerging
A5089287116,Electrochemical Analysis and Applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5089287116,Electronic and Structural Properties of Oxides,1970,2014,2015,2026,0,2,0,32,Emerging
A5089287116,Gas Sensing Nanomaterials and Sensors,1970,2014,2015,2026,0,1,0,5,Emerging
A5089287116,Magnetic and transport properties of perovskites and related materials,1970,2014,2015,2026,0,1,0,8,Emerging
A5089287116,Metal Extraction and Bioleaching,1970,2014,2015,2026,0,1,0,0,Emerging
A5089287116,Semiconductor materials and devices,1970,2014,2015,2026,0,1,0,24,Emerging
A5089325235,Pregnancy and preeclampsia studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089333133,Drilling and Well Engineering,1970,2014,2015,2026,0,1,0,21,Emerging
A5089333133,Landslides and related hazards,1970,2014,2015,2026,0,1,0,11,Emerging
A5089333133,Mineral Processing and Grinding,1970,2014,2015,2026,0,1,0,11,Emerging
A5089333133,Rock Mechanics and Modeling,1970,2014,2015,2026,0,2,0,32,Emerging
A5089333133,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,1,0,21,Emerging
A5089334516,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,0,Emerging
A5089345627,Drilling and Well Engineering,1970,2014,2015,2026,0,2,0,33,Emerging
A5089345627,Industrial Engineering and Technologies,1970,2014,2015,2026,0,1,0,14,Emerging
A5089345627,Landslides and related hazards,1970,2014,2015,2026,0,1,0,19,Emerging
A5089345627,Oil and Gas Production Techniques,1970,2014,2015,2026,0,1,0,14,Emerging
A5089345627,Rock Mechanics and Modeling,1970,2014,2015,2026,0,1,0,19,Emerging
A5089346944,earthquake and tectonic studies,1970,2014,2015,2026,0,1,0,2,Emerging
A5089346944,Geophysical Methods and Applications,1970,2014,2015,2026,0,1,0,2,Emerging
A5089346944,Seismic Waves and Analysis,1970,2014,2015,2026,0,1,0,2,Emerging
A5089351991,Anesthesia and Sedative Agents,1970,2014,2015,2026,1,0,29,0,Declining
A5089351991,Atomic and Subatomic Physics Research,1970,2014,2015,2026,1,0,29,0,Declining
A5089351991,Epilepsy research and treatment,1970,2014,2015,2026,1,0,29,0,Declining
A5089373965,Fluoride Effects and Removal,1970,2014,2015,2026,0,1,0,1,Emerging
A5089373965,Groundwater and Isotope Geochemistry,1970,2014,2015,2026,0,1,0,1,Emerging
A5089391475,Adsorption and biosorption for pollutant removal,1970,2014,2015,2026,0,1,0,135,Emerging
A5089391475,Dye analysis and toxicity,1970,2014,2015,2026,0,1,0,135,Emerging
A5089391475,Nanomaterials for catalytic reactions,1970,2014,2015,2026,0,1,0,135,Emerging
A5089398902,Advanced Chemical Physics Studies,1970,2014,2015,2026,0,1,0,9,Emerging
A5089398902,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,9,Emerging
A5089398902,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,0,1,0,9,Emerging
A5089425828,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,0,5,0,1,Emerging
A5089425828,"Health, Medicine and Society",1970,2014,2015,2026,0,5,0,1,Emerging
A5089425828,Hermeneutics and Narrative Identity,1970,2014,2015,2026,0,5,0,1,Emerging
A5089425828,High-Energy Particle Collisions Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5089425828,Particle physics theoretical and experimental studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089425828,Quantum Chromodynamics and Particle Interactions,1970,2014,2015,2026,0,1,0,0,Emerging
A5089444647,Advanced oxidation water treatment,1970,2014,2015,2026,0,1,0,28,Emerging
A5089444647,Industrial Gas Emission Control,1970,2014,2015,2026,0,1,0,28,Emerging
A5089444647,"Oil, Gas, and Environmental Issues",1970,2014,2015,2026,0,1,0,28,Emerging
A5089448558,Groundwater flow and contamination studies,1970,2014,2015,2026,0,2,0,20,Emerging
A5089448558,Probabilistic and Robust Engineering Design,1970,2014,2015,2026,0,2,0,20,Emerging
A5089448558,Soil and Unsaturated Flow,1970,2014,2015,2026,0,2,0,20,Emerging
A5089449027,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,1,0,7,Emerging
A5089449027,Geological and Geochemical Analysis,1970,2014,2015,2026,0,1,0,7,Emerging
A5089449027,High-pressure geophysics and materials,1970,2014,2015,2026,0,1,0,7,Emerging
A5089496375,Cold Atom Physics and Bose-Einstein Condensates,1970,2014,2015,2026,0,1,0,3,Emerging
A5089496375,Spectroscopy and Laser Applications,1970,2014,2015,2026,0,1,0,3,Emerging
A5089496375,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,0,2,0,4,Emerging
A5089501547,Perovskite Materials and Applications,1970,2014,2015,2026,0,2,0,92,Emerging
A5089501547,Quantum Dots Synthesis And Properties,1970,2014,2015,2026,0,2,0,92,Emerging
A5089501547,ZnO doping and properties,1970,2014,2015,2026,0,1,0,74,Emerging
A5089504653,Drilling and Well Engineering,1970,2014,2015,2026,6,0,78,0,Declining
A5089504653,Geotechnical and Geomechanical Engineering,1970,2014,2015,2026,1,0,1,0,Declining
A5089504653,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,5,0,74,0,Declining
A5089504653,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,1,0,12,0,Declining
A5089504653,Rock Mechanics and Modeling,1970,2014,2015,2026,2,0,25,0,Declining
A5089504653,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,3,0,44,0,Declining
A5089509070,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,8,Emerging
A5089509070,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,8,Emerging
A5089509070,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,8,Emerging
A5089518763,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,0,1,0,1,Emerging
A5089521328,Geotechnical and Geomechanical Engineering,1970,2014,2015,2026,1,0,30,0,Declining
A5089521328,Geotechnical Engineering and Underground Structures,1970,2014,2015,2026,1,0,30,0,Declining
A5089521328,"Grouting, Rheology, and Soil Mechanics",1970,2014,2015,2026,1,0,30,0,Declining
A5089528915,Geological and Geophysical Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089528915,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,0,1,0,0,Emerging
A5089528915,Geotechnical and construction materials studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089537922,Coral and Marine Ecosystems Studies,1970,2014,2015,2026,0,1,0,9,Emerging
A5089537922,Marine and fisheries research,1970,2014,2015,2026,0,1,0,9,Emerging
A5089537922,Marine Biology and Ecology Research,1970,2014,2015,2026,0,1,0,9,Emerging
A5089541125,earthquake and tectonic studies,1970,2014,2015,2026,0,1,0,23,Emerging
A5089541125,Geological and Geochemical Analysis,1970,2014,2015,2026,0,2,0,62,Emerging
A5089541125,Geological formations and processes,1970,2014,2015,2026,0,1,0,39,Emerging
A5089541125,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,2,0,62,Emerging
A5089549225,Chemistry and Chemical Engineering,1970,2014,2015,2026,0,1,0,70,Emerging
A5089549225,Innovative Microfluidic and Catalytic Techniques Innovation,1970,2014,2015,2026,0,1,0,70,Emerging
A5089549225,Various Chemistry Research Topics,1970,2014,2015,2026,0,1,0,70,Emerging
A5089554006,earthquake and tectonic studies,1970,2014,2015,2026,0,2,0,1,Emerging
A5089554006,Earthquake Detection and Analysis,1970,2014,2015,2026,0,1,0,1,Emerging
A5089554006,Geological formations and processes,1970,2014,2015,2026,0,1,0,0,Emerging
A5089554006,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,2,0,1,Emerging
A5089558604,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,3,Emerging
A5089558604,NMR spectroscopy and applications,1970,2014,2015,2026,0,1,0,3,Emerging
A5089558604,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,3,Emerging
A5089569260,Advanced biosensing and bioanalysis techniques,1970,2014,2015,2026,0,2,0,5,Emerging
A5089569260,Advanced Nanomaterials in Catalysis,1970,2014,2015,2026,0,2,0,5,Emerging
A5089569260,Metal-Organic Frameworks: Synthesis and Applications,1970,2014,2015,2026,0,1,0,5,Emerging
A5089578866,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,1,0,2,0,Declining
A5089578866,Rock Mechanics and Modeling,1970,2014,2015,2026,0,1,0,23,Emerging
A5089578866,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,1,1,2,23,Growing priority
A5089578866,Seismic Waves and Analysis,1970,2014,2015,2026,1,1,2,23,Growing priority
A5089591650,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,2,0,4,Emerging
A5089591650,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,4,Emerging
A5089591650,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,4,Emerging
A5089591650,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5089592522,Drilling and Well Engineering,1970,2014,2015,2026,0,1,0,9,Emerging
A5089592522,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,9,Emerging
A5089592522,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,9,Emerging
A5089640474,Innovative Microfluidic and Catalytic Techniques Innovation,1970,2014,2015,2026,1,0,2,0,Declining
A5089640474,Process Optimization and Integration,1970,2014,2015,2026,1,0,2,0,Declining
A5089646668,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,1,0,0,0,Declining
A5089653995,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,1,0,0,0,Declining
A5089653995,Drilling and Well Engineering,1970,2014,2015,2026,0,4,0,0,Emerging
A5089653995,Geological and Geophysical Studies,1970,2014,2015,2026,1,0,12,0,Declining
A5089653995,Geological formations and processes,1970,2014,2015,2026,1,0,12,0,Declining
A5089653995,"Health, Medicine and Society",1970,2014,2015,2026,1,0,0,0,Declining
A5089653995,Hermeneutics and Narrative Identity,1970,2014,2015,2026,1,0,0,0,Declining
A5089653995,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,2,0,0,Emerging
A5089653995,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,1,0,12,0,Declining
A5089653995,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,6,0,0,Emerging
A5089659049,Advanced Fluorescence Microscopy Techniques,1970,2014,2015,2026,1,0,16,0,Declining
A5089659049,Photoreceptor and optogenetics research,1970,2014,2015,2026,1,0,16,0,Declining
A5089659049,Photosynthetic Processes and Mechanisms,1970,2014,2015,2026,1,0,16,0,Declining
A5089663982,Geological Studies and Exploration,1970,2014,2015,2026,3,0,54,0,Declining
A5089663982,Geology and Paleoclimatology Research,1970,2014,2015,2026,3,0,54,0,Declining
A5089663982,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,3,0,54,0,Declining
A5089677252,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,3,Emerging
A5089677252,Oil and Gas Production Techniques,1970,2014,2015,2026,0,1,0,3,Emerging
A5089677252,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,3,Emerging
A5089715266,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,23,Emerging
A5089715266,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,23,Emerging
A5089715266,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,23,Emerging
A5089736329,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,3,Emerging
A5089736329,Oil and Gas Production Techniques,1970,2014,2015,2026,0,1,0,3,Emerging
A5089736329,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,3,Emerging
A5089736452,Advanced Polymer Synthesis and Characterization,1970,2014,2015,2026,0,1,0,103,Emerging
A5089736452,Asymmetric Hydrogenation and Catalysis,1970,2014,2015,2026,0,2,0,1,Emerging
A5089736452,Catalytic C–H Functionalization Methods,1970,2014,2015,2026,0,3,0,183,Emerging
A5089736452,Catalytic Cross-Coupling Reactions,1970,2014,2015,2026,0,4,0,184,Emerging
A5089736452,Chemical Reactions and Isotopes,1970,2014,2015,2026,0,1,0,1,Emerging
A5089736452,Chemistry and Chemical Engineering,1970,2014,2015,2026,0,1,0,70,Emerging
A5089736452,Innovative Microfluidic and Catalytic Techniques Innovation,1970,2014,2015,2026,0,1,0,70,Emerging
A5089736452,Nanomaterials for catalytic reactions,1970,2014,2015,2026,0,1,0,164,Emerging
A5089736452,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,103,Emerging
A5089736452,Protein Interaction Studies and Fluorescence Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5089736452,Radical Photochemical Reactions,1970,2014,2015,2026,0,1,0,19,Emerging
A5089736452,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089736452,Surfactants and Colloidal Systems,1970,2014,2015,2026,0,2,0,103,Emerging
A5089736452,Various Chemistry Research Topics,1970,2014,2015,2026,0,1,0,70,Emerging
A5089738868,Force Microscopy Techniques and Applications,1970,2014,2015,2026,1,0,47,0,Declining
A5089738868,Lipid Membrane Structure and Behavior,1970,2014,2015,2026,1,0,47,0,Declining
A5089738868,Liquid Crystal Research Advancements,1970,2014,2015,2026,1,0,47,0,Declining
A5089742876,Domain Adaptation and Few-Shot Learning,1970,2014,2015,2026,1,0,67,0,Declining
A5089742876,Fuzzy Logic and Control Systems,1970,2014,2015,2026,1,0,68,0,Declining
A5089742876,Fuzzy Systems and Optimization,1970,2014,2015,2026,1,0,68,0,Declining
A5089742876,Machine Learning and ELM,1970,2014,2015,2026,1,0,67,0,Declining
A5089742876,Neural Networks and Applications,1970,2014,2015,2026,2,0,135,0,Declining
A5089760338,Botany and Plant Ecology Studies,1970,2014,2015,2026,1,0,3,0,Declining
A5089760338,Geological Formations and Processes Exploration,1970,2014,2015,2026,2,0,5,0,Declining
A5089760338,Geology and Paleoclimatology Research,1970,2014,2015,2026,3,0,12,0,Declining
A5089760338,Marine Biology and Ecology Research,1970,2014,2015,2026,1,0,7,0,Declining
A5089760338,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,2,0,9,0,Declining
A5089763913,Advanced Photocatalysis Techniques,1970,2014,2015,2026,0,2,0,82,Emerging
A5089763913,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,168,Emerging
A5089763913,Epoxy Resin Curing Processes,1970,2014,2015,2026,1,0,1,0,Declining
A5089763913,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,168,Emerging
A5089763913,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,168,Emerging
A5089763913,Polymer crystallization and properties,1970,2014,2015,2026,1,0,1,0,Declining
A5089763913,Polymer Nanocomposites and Properties,1970,2014,2015,2026,1,0,1,0,Declining
A5089763913,TiO2 Photocatalysis and Solar Cells,1970,2014,2015,2026,0,2,0,82,Emerging
A5089763913,Transition Metal Oxide Nanomaterials,1970,2014,2015,2026,0,2,0,82,Emerging
A5089765595,earthquake and tectonic studies,1970,2014,2015,2026,0,2,0,1,Emerging
A5089765595,Geological and Geochemical Analysis,1970,2014,2015,2026,0,2,0,1,Emerging
A5089765595,High-pressure geophysics and materials,1970,2014,2015,2026,0,2,0,1,Emerging
A5089783927,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,1,0,31,Emerging
A5089783927,Remote-Sensing Image Classification,1970,2014,2015,2026,0,1,0,31,Emerging
A5089783927,Soil Geostatistics and Mapping,1970,2014,2015,2026,0,1,0,31,Emerging
A5089834707,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,77,Emerging
A5089834707,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,77,Emerging
A5089834707,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,1,0,77,Emerging
A5089843023,Chalcogenide Semiconductor Thin Films,1970,2014,2015,2026,0,2,0,31,Emerging
A5089843023,Electronic and Structural Properties of Oxides,1970,2014,2015,2026,0,1,0,1,Emerging
A5089843023,Perovskite Materials and Applications,1970,2014,2015,2026,0,3,0,31,Emerging
A5089843023,Photorefractive and Nonlinear Optics,1970,2014,2015,2026,0,1,0,0,Emerging
A5089843023,Solid-state spectroscopy and crystallography,1970,2014,2015,2026,0,2,0,30,Emerging
A5089848347,Geological and Geophysical Studies Worldwide,1970,2014,2015,2026,1,0,15,0,Declining
A5089848347,Geological formations and processes,1970,2014,2015,2026,1,0,15,0,Declining
A5089848347,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,1,0,15,0,Declining
A5089861676,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,0,5,0,1,Emerging
A5089861676,"Health, Medicine and Society",1970,2014,2015,2026,0,5,0,1,Emerging
A5089861676,Hermeneutics and Narrative Identity,1970,2014,2015,2026,0,5,0,1,Emerging
A5089861676,High-Energy Particle Collisions Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5089861676,Particle physics theoretical and experimental studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5089861676,Quantum Chromodynamics and Particle Interactions,1970,2014,2015,2026,0,1,0,0,Emerging
A5089871325,earthquake and tectonic studies,1970,2014,2015,2026,0,9,0,109,Emerging
A5089871325,Earthquake Detection and Analysis,1970,2014,2015,2026,0,3,0,50,Emerging
A5089871325,Geological and Geochemical Analysis,1970,2014,2015,2026,0,4,0,101,Emerging
A5089871325,Geological and Geophysical Studies Worldwide,1970,2014,2015,2026,0,1,0,4,Emerging
A5089871325,Geological formations and processes,1970,2014,2015,2026,0,1,0,0,Emerging
A5089871325,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,4,0,5,Emerging
A5089871325,High-pressure geophysics and materials,1970,2014,2015,2026,0,2,0,55,Emerging
A5089871325,Maritime and Coastal Archaeology,1970,2014,2015,2026,0,1,0,0,Emerging
A5089871325,Seismology and Earthquake Studies,1970,2014,2015,2026,0,2,0,3,Emerging
A5089881313,Advanced battery technologies research,1970,2014,2015,2026,0,1,0,54,Emerging
A5089881313,Conducting polymers and applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5089881313,Electrocatalysts for Energy Conversion,1970,2014,2015,2026,0,2,0,54,Emerging
A5089881313,Fuel Cells and Related Materials,1970,2014,2015,2026,0,2,0,54,Emerging
A5089896540,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,1,0,0,0,Declining
A5089896540,"Health, Medicine and Society",1970,2014,2015,2026,1,0,0,0,Declining
A5089896540,Hermeneutics and Narrative Identity,1970,2014,2015,2026,1,0,0,0,Declining
A5089897223,Air Quality and Health Impacts,1970,2014,2015,2026,0,2,0,23,Emerging
A5089897223,Atmospheric chemistry and aerosols,1970,2014,2015,2026,0,1,0,21,Emerging
A5089897223,Municipal Solid Waste Management,1970,2014,2015,2026,0,1,0,2,Emerging
A5089897223,Vehicle emissions and performance,1970,2014,2015,2026,0,2,0,23,Emerging
A5089898416,Flow Measurement and Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
