topic,year,pubs,cites
Perovskite Materials and Applications,2018,4,380
Perovskite Materials and Applications,2019,5,354
Perovskite Materials and Applications,2020,1,14
Perovskite Materials and Applications,2021,2,24
Perovskite Materials and Applications,2022,5,56
Perovskite Materials and Applications,2023,1,0
Perovskite Materials and Applications,2024,2,8
Perovskite Materials and Applications,2025,5,3
Pesticide and Herbicide Environmental Studies,2000,1,2
Pesticide and Herbicide Environmental Studies,2022,1,14
Pesticide Residue Analysis and Safety,1999,1,273
Pesticide Residue Analysis and Safety,2012,1,17
Pesticide Residue Analysis and Safety,2013,1,9
Petroleum Processing and Analysis,1990,1,3
Petroleum Processing and Analysis,1991,1,7
Petroleum Processing and Analysis,1995,1,0
Petroleum Processing and Analysis,2002,2,14
Petroleum Processing and Analysis,2003,3,54
Petroleum Processing and Analysis,2004,1,2
Petroleum Processing and Analysis,2005,2,8
Petroleum Processing and Analysis,2006,4,4
Petroleum Processing and Analysis,2007,4,59
Petroleum Processing and Analysis,2008,5,156
Petroleum Processing and Analysis,2009,3,67
Petroleum Processing and Analysis,2010,3,70
Petroleum Processing and Analysis,2011,6,64
Petroleum Processing and Analysis,2012,2,31
Petroleum Processing and Analysis,2013,3,51
Petroleum Processing and Analysis,2014,9,218
Petroleum Processing and Analysis,2015,9,995
Petroleum Processing and Analysis,2016,15,576
Petroleum Processing and Analysis,2017,14,1048
Petroleum Processing and Analysis,2018,22,803
Petroleum Processing and Analysis,2019,29,765
Petroleum Processing and Analysis,2020,44,1025
Petroleum Processing and Analysis,2021,41,1069
Petroleum Processing and Analysis,2022,44,740
Petroleum Processing and Analysis,2023,43,395
Petroleum Processing and Analysis,2024,43,197
Petroleum Processing and Analysis,2025,17,59
Petroleum Processing and Analysis,2026,3,0
Pharmaceutical and Antibiotic Environmental Impacts,2014,1,70
Pharmaceutical and Antibiotic Environmental Impacts,2020,1,2
Pharmaceutical and Antibiotic Environmental Impacts,2026,1,0
Pharmaceutical studies and practices,2025,1,0
Pharmacological Effects and Toxicity Studies,2017,1,7
Pharmacological Effects of Natural Compounds,2008,1,95
Pharmacology and Nanomedicine Research,2025,2,0
Pharmacology and Nanomedicine Research,2026,1,0
Phase Change Materials Research,2009,1,24
Phase Change Materials Research,2010,2,64
Phase Change Materials Research,2011,2,44
Phase Change Materials Research,2014,1,4
Phase Change Materials Research,2021,2,22
Phase Change Materials Research,2024,1,0
Phase Equilibria and Thermodynamics,1988,1,14
Phase Equilibria and Thermodynamics,1994,2,25
Phase Equilibria and Thermodynamics,2005,2,3
Phase Equilibria and Thermodynamics,2008,2,27
Phase Equilibria and Thermodynamics,2011,1,0
Phase Equilibria and Thermodynamics,2013,3,207
Phase Equilibria and Thermodynamics,2014,3,85
Phase Equilibria and Thermodynamics,2015,2,13
Phase Equilibria and Thermodynamics,2016,3,19
Phase Equilibria and Thermodynamics,2017,5,133
Phase Equilibria and Thermodynamics,2019,4,78
Phase Equilibria and Thermodynamics,2020,6,67
Phase Equilibria and Thermodynamics,2021,2,17
Phase Equilibria and Thermodynamics,2022,1,24
Phase Equilibria and Thermodynamics,2023,1,2
Phase Equilibria and Thermodynamics,2024,8,27
Phase Equilibria and Thermodynamics,2025,6,6
Phase-change materials and chalcogenides,2013,1,1
Phenothiazines and Benzothiazines Synthesis and Activities,1994,1,8
Phenothiazines and Benzothiazines Synthesis and Activities,2018,1,12
Philosophy and History of Science,2005,1,0
Phonocardiography and Auscultation Techniques,2013,1,49
Phosphorus and nutrient management,2014,1,34
Phosphorus and nutrient management,2016,1,6
Phosphorus and nutrient management,2021,1,5
Phosphorus compounds and reactions,2000,1,3
Photoacoustic and Ultrasonic Imaging,2008,1,0
Photoacoustic and Ultrasonic Imaging,2025,1,6
Photochemistry and Electron Transfer Studies,1997,1,7
Photochemistry and Electron Transfer Studies,1999,1,15
Photochemistry and Electron Transfer Studies,2001,1,23
Photochemistry and Electron Transfer Studies,2002,2,155
Photochemistry and Electron Transfer Studies,2004,1,29
Photochemistry and Electron Transfer Studies,2005,3,147
Photochemistry and Electron Transfer Studies,2006,1,3
Photochemistry and Electron Transfer Studies,2007,1,6
Photochemistry and Electron Transfer Studies,2009,3,46
Photochemistry and Electron Transfer Studies,2010,1,21
Photochemistry and Electron Transfer Studies,2011,4,129
Photochemistry and Electron Transfer Studies,2012,2,26
Photochemistry and Electron Transfer Studies,2013,4,108
Photochemistry and Electron Transfer Studies,2014,1,19
Photochemistry and Electron Transfer Studies,2015,3,98
Photochemistry and Electron Transfer Studies,2016,3,69
Photochemistry and Electron Transfer Studies,2017,4,70
Photochemistry and Electron Transfer Studies,2018,9,227
Photochemistry and Electron Transfer Studies,2019,1,9
Photochemistry and Electron Transfer Studies,2020,5,178
Photochemistry and Electron Transfer Studies,2021,3,135
Photochemistry and Electron Transfer Studies,2022,1,24
Photochemistry and Electron Transfer Studies,2023,2,2
Photochemistry and Electron Transfer Studies,2026,1,0
Photochromic and Fluorescence Chemistry,2010,1,21
Photochromic and Fluorescence Chemistry,2012,1,28
Photochromic and Fluorescence Chemistry,2013,2,100
Photochromic and Fluorescence Chemistry,2019,3,18
Photochromic and Fluorescence Chemistry,2021,2,6
Photodynamic Therapy Research Studies,2020,2,258
Photonic and Optical Devices,2017,1,21
Photopolymerization techniques and applications,2003,1,0
Photopolymerization techniques and applications,2004,1,0
Photopolymerization techniques and applications,2022,1,20
Photoreceptor and optogenetics research,2005,1,84
Photoreceptor and optogenetics research,2009,1,16
Photoreceptor and optogenetics research,2010,2,82
Photoreceptor and optogenetics research,2012,2,73
Photoreceptor and optogenetics research,2013,2,2
Photoreceptor and optogenetics research,2015,1,4
Photoreceptor and optogenetics research,2017,1,21
Photoreceptor and optogenetics research,2018,2,27
Photoreceptor and optogenetics research,2019,2,16
Photoreceptor and optogenetics research,2020,2,35
Photoreceptor and optogenetics research,2021,1,6
Photorefractive and Nonlinear Optics,2022,1,0
Photorefractive and Nonlinear Optics,2023,1,0
Photorefractive and Nonlinear Optics,2024,1,2
Photosynthetic Processes and Mechanisms,2009,1,16
Photosynthetic Processes and Mechanisms,2015,1,13
Photosynthetic Processes and Mechanisms,2018,1,7
Photosynthetic Processes and Mechanisms,2020,1,4
Photosynthetic Processes and Mechanisms,2023,1,6
Photovoltaic System Optimization Techniques,2011,1,116
Photovoltaic System Optimization Techniques,2012,2,0
Photovoltaic Systems and Sustainability,2013,1,0
Physics and Engineering Research Articles,2019,1,0
Physics of Superconductivity and Magnetism,2022,1,19
Physics of Superconductivity and Magnetism,2024,2,3
Physics of Superconductivity and Magnetism,2025,2,1
Physics of Superconductivity and Magnetism,2026,2,0
Physiological and biochemical adaptations,2020,1,9
Physiological and biochemical adaptations,2024,2,6
Phytochemistry and Bioactive Compounds,2025,1,0
Phytochemistry and Bioactive Compounds,2026,1,0
Phytoestrogen effects and research,2009,1,0
Pickering emulsions and particle stabilization,1973,1,0
Pickering emulsions and particle stabilization,1990,1,14
Pickering emulsions and particle stabilization,2014,1,13
Pickering emulsions and particle stabilization,2017,2,197
Pickering emulsions and particle stabilization,2018,2,32
Pickering emulsions and particle stabilization,2019,7,241
Pickering emulsions and particle stabilization,2020,5,253
Pickering emulsions and particle stabilization,2021,8,293
Pickering emulsions and particle stabilization,2022,3,34
Pickering emulsions and particle stabilization,2023,8,57
Pickering emulsions and particle stabilization,2024,7,39
Pickering emulsions and particle stabilization,2025,4,11
Pickering emulsions and particle stabilization,2026,2,0
Pigment Synthesis and Properties,2005,1,0
Pigment Synthesis and Properties,2024,2,0
Pigment Synthesis and Properties,2025,1,0
Planetary Science and Exploration,1986,1,23
Planetary Science and Exploration,2012,1,2
Planetary Science and Exploration,2015,11,0
Planetary Science and Exploration,2019,1,0
Planetary Science and Exploration,2021,1,6
Planetary Science and Exploration,2022,3,3
Planetary Science and Exploration,2025,3,2
Plant and Fungal Species Descriptions,2009,1,3
Plant and Fungal Species Descriptions,2025,1,0
Plant biochemistry and biosynthesis,2008,1,64
Plant biochemistry and biosynthesis,2015,2,34
Plant Disease Resistance and Genetics,2025,1,0
Plant Diversity and Evolution,1997,1,291
Plant Diversity and Evolution,2017,1,0
Plant Diversity and Evolution,2024,1,4
Plant Genetic and Mutation Studies,2023,1,0
Plant Growth and Agriculture Techniques,2024,1,0
Plant Growth and Agriculture Techniques,2025,1,0
Plant Growth Enhancement Techniques,1992,1,2
Plant nutrient uptake and metabolism,2022,1,14
Plant Physiology and Cultivation Studies,2005,1,0
Plant Physiology and Cultivation Studies,2025,1,0
Plant responses to elevated CO2,2008,1,147
Plant responses to elevated CO2,2014,1,0
Plant responses to water stress,2016,2,36
Plant responses to water stress,2018,1,11
Plant responses to water stress,2022,1,14
Plant Stress Responses and Tolerance,2018,1,11
Plant Surface Properties and Treatments,2010,1,0
Plant Surface Properties and Treatments,2012,1,0
Plant Surface Properties and Treatments,2013,1,86
Plant Surface Properties and Treatments,2015,1,0
Plant tissue culture and regeneration,2022,1,14
Plant Water Relations and Carbon Dynamics,2010,2,0
Plant Water Relations and Carbon Dynamics,2015,1,86
Plant Water Relations and Carbon Dynamics,2019,1,0
Plant Water Relations and Carbon Dynamics,2022,2,32
Plant Water Relations and Carbon Dynamics,2024,1,4
Plasma and Flow Control in Aerodynamics,1992,1,0
Plasma and Flow Control in Aerodynamics,2022,1,26
Plasma and Flow Control in Aerodynamics,2023,1,8
Plasma and Flow Control in Aerodynamics,2024,2,2
Plasma Applications and Diagnostics,2011,2,58
Plasma Applications and Diagnostics,2012,2,39
Plasma Applications and Diagnostics,2024,1,10
Plasma Diagnostics and Applications,2004,1,0
Plasma Diagnostics and Applications,2011,1,39
Platelet Disorders and Treatments,2015,1,0
Pleistocene-Era Hominins and Archaeology,1970,1,0
Pleistocene-Era Hominins and Archaeology,1989,2,0
Pleistocene-Era Hominins and Archaeology,1997,1,0
Pleistocene-Era Hominins and Archaeology,2011,1,7
Pleistocene-Era Hominins and Archaeology,2014,1,8
Pleistocene-Era Hominins and Archaeology,2017,1,15
Pleistocene-Era Hominins and Archaeology,2024,1,1
Pleural and Pulmonary Diseases,2017,1,1
Pleural and Pulmonary Diseases,2019,1,2
Pneumonia and Respiratory Infections,2018,2,0
"Pneumothorax, Barotrauma, Emphysema",2019,1,2
Polar Research and Ecology,2022,1,0
Polar Research and Ecology,2024,1,0
Polar Research and Ecology,2025,1,0
Political and Social Issues,1998,1,0
Polymer composites and self-healing,2016,1,40
Polymer composites and self-healing,2018,1,31
Polymer composites and self-healing,2020,1,17
Polymer composites and self-healing,2021,3,34
Polymer composites and self-healing,2022,2,45
Polymer crystallization and properties,1982,1,12
Polymer crystallization and properties,2009,1,1
Polymer crystallization and properties,2011,2,5
Polymer crystallization and properties,2012,1,23
Polymer crystallization and properties,2013,2,28
Polymer crystallization and properties,2021,1,20
Polymer crystallization and properties,2025,2,5
Polymer Foaming and Composites,2024,1,7
Polymer Nanocomposite Synthesis and Irradiation,2004,2,50
Polymer Nanocomposite Synthesis and Irradiation,2011,1,333
Polymer Nanocomposite Synthesis and Irradiation,2019,1,27
Polymer Nanocomposites and Properties,2004,1,23
Polymer Nanocomposites and Properties,2009,1,1
Polymer Nanocomposites and Properties,2011,2,338
Polymer Nanocomposites and Properties,2012,1,23
Polymer Nanocomposites and Properties,2013,1,16
Polymer Nanocomposites and Properties,2014,1,5
Polymer Nanocomposites and Properties,2018,1,33
Polymer Nanocomposites and Properties,2021,1,20
Polymer Nanocomposites and Properties,2022,1,25
Polymer Nanocomposites and Properties,2025,2,13
Polymer Nanocomposites and Properties,2026,2,0
Polymer Surface Interaction Studies,2002,1,19
Polymer Surface Interaction Studies,2003,1,6
Polymer Surface Interaction Studies,2006,1,0
Polymer Surface Interaction Studies,2017,1,53
Polymer Surface Interaction Studies,2020,2,54
Polynomial and algebraic computation,2017,1,0
Polynomial and algebraic computation,2018,1,4
Polyoxometalates: Synthesis and Applications,2005,1,113
Polyoxometalates: Synthesis and Applications,2019,1,0
Polyoxometalates: Synthesis and Applications,2024,1,1
Polyoxometalates: Synthesis and Applications,2025,1,0
Polysaccharides and Plant Cell Walls,2016,1,15
Polysaccharides and Plant Cell Walls,2018,1,5
Polysaccharides Composition and Applications,1990,1,14
Polysaccharides Composition and Applications,2015,1,11
Polysaccharides Composition and Applications,2016,1,15
Polysaccharides Composition and Applications,2018,1,5
Polysaccharides Composition and Applications,2022,3,64
Porphyrin and Phthalocyanine Chemistry,2009,1,11
Porphyrin and Phthalocyanine Chemistry,2011,1,89
Porphyrin and Phthalocyanine Chemistry,2013,1,46
Porphyrin and Phthalocyanine Chemistry,2017,1,30
Porphyrin and Phthalocyanine Chemistry,2018,1,5
Porphyrin and Phthalocyanine Chemistry,2019,2,13
Porphyrin and Phthalocyanine Chemistry,2020,4,421
Porphyrin and Phthalocyanine Chemistry,2025,2,0
Porphyrin Metabolism and Disorders,2011,1,18
Postharvest Quality and Shelf Life Management,2013,1,86
Powder Metallurgy Techniques and Materials,2015,1,24
Power Line Inspection Robots,2014,1,0
Power System Optimization and Stability,2014,1,0
Power Systems and Renewable Energy,2019,1,0
Power Transformer Diagnostics and Insulation,2020,1,69
Power Transformer Diagnostics and Insulation,2022,1,2
Power Transformer Diagnostics and Insulation,2024,1,1
Power Transformer Diagnostics and Insulation,2025,1,1
Precipitation Measurement and Analysis,2022,1,25
Pregnancy and preeclampsia studies,2025,1,0
Primary Care and Health Outcomes,2024,1,6
Private Equity and Venture Capital,2011,1,22
Probabilistic and Robust Engineering Design,2006,2,37
Probabilistic and Robust Engineering Design,2009,1,7
Probabilistic and Robust Engineering Design,2011,1,15
Probabilistic and Robust Engineering Design,2012,1,148
Probabilistic and Robust Engineering Design,2013,3,121
Probabilistic and Robust Engineering Design,2017,1,0
Probabilistic and Robust Engineering Design,2018,5,105
Probabilistic and Robust Engineering Design,2019,2,16
Probabilistic and Robust Engineering Design,2020,2,9
Probabilistic and Robust Engineering Design,2022,2,7
Probabilistic and Robust Engineering Design,2023,1,0
Probabilistic and Robust Engineering Design,2024,1,1
Probiotics and Fermented Foods,2004,1,1
Problem and Project Based Learning,2023,1,4
Process Optimization and Integration,1984,1,2
Process Optimization and Integration,2004,1,0
Process Optimization and Integration,2007,3,23
Process Optimization and Integration,2015,1,11
Process Optimization and Integration,2018,1,3
Process Optimization and Integration,2020,3,8
Process Optimization and Integration,2022,4,18
Process Optimization and Integration,2025,1,0
Prostate Cancer Diagnosis and Treatment,2015,1,0
Protein Interaction Studies and Fluorescence Analysis,2018,1,0
Protein purification and stability,2018,1,9
Protein Structure and Dynamics,2008,1,0
Protein Structure and Dynamics,2012,1,27
Protein Structure and Dynamics,2014,2,47
Proteins in Food Systems,1990,1,14
Proteins in Food Systems,2018,1,9
Proteins in Food Systems,2022,1,17
Protist diversity and phylogeny,2010,1,2
Protist diversity and phylogeny,2012,1,1
Protist diversity and phylogeny,2014,1,59
Public Health and Nutrition,2015,1,0
Public Health and Nutrition,2026,1,0
Public health and occupational medicine,1988,1,7
Public Policy and Administration Research,2016,1,0
Quality and Safety in Healthcare,2024,1,0
Quality and Supply Management,2001,1,0
Quality and Supply Management,2008,1,12
Quantum chaos and dynamical systems,2013,1,36
Quantum chaos and dynamical systems,2024,1,0
Quantum chaos and dynamical systems,2025,1,0
Quantum Chromodynamics and Particle Interactions,2004,1,0
Quantum Chromodynamics and Particle Interactions,2013,1,0
Quantum Chromodynamics and Particle Interactions,2022,1,0
Quantum Chromodynamics and Particle Interactions,2026,1,0
Quantum Computing Algorithms and Architecture,2017,1,3
Quantum Computing Algorithms and Architecture,2021,3,87
Quantum Dots Synthesis And Properties,2003,1,0
Quantum Dots Synthesis And Properties,2004,1,34
Quantum Dots Synthesis And Properties,2006,1,120
Quantum Dots Synthesis And Properties,2007,2,73
Quantum Dots Synthesis And Properties,2008,1,0
Quantum Dots Synthesis And Properties,2011,1,15
Quantum Dots Synthesis And Properties,2012,1,17
Quantum Dots Synthesis And Properties,2013,2,88
Quantum Dots Synthesis And Properties,2015,1,107
Quantum Dots Synthesis And Properties,2016,2,37
Quantum Dots Synthesis And Properties,2017,2,1106
Quantum Dots Synthesis And Properties,2018,3,113
Quantum Dots Synthesis And Properties,2019,5,303
Quantum Dots Synthesis And Properties,2020,3,31
Quantum Dots Synthesis And Properties,2021,3,147
Quantum Dots Synthesis And Properties,2022,1,12
Quantum Dots Synthesis And Properties,2023,1,0
Quantum Dots Synthesis And Properties,2025,1,0
Quantum Information and Cryptography,2021,1,2
Quantum Mechanics and Applications,2013,1,36
Quantum Mechanics and Non-Hermitian Physics,2023,1,0
Quantum-Dot Cellular Automata,2021,1,60
"Quantum, superfluid, helium dynamics",2011,1,5
"Quantum, superfluid, helium dynamics",2017,1,11
"Quantum, superfluid, helium dynamics",2018,1,4
"Quantum, superfluid, helium dynamics",2020,1,35
"Quantum, superfluid, helium dynamics",2021,1,17
"Quantum, superfluid, helium dynamics",2022,1,24
"Quantum, superfluid, helium dynamics",2023,1,15
"Quantum, superfluid, helium dynamics",2025,1,1
Quinazolinone synthesis and applications,2017,1,67
Qur’anic Interpretation Studies,1998,1,3
Radiation Detection and Scintillator Technologies,2017,1,0
Radiation Dose and Imaging,2024,1,5
Radiation Effects in Electronics,2012,1,0
Radiative Heat Transfer Studies,2023,1,0
Radical Photochemical Reactions,2005,1,0
Radical Photochemical Reactions,2012,1,16
Radical Photochemical Reactions,2013,1,0
Radical Photochemical Reactions,2016,1,19
Radical Photochemical Reactions,2018,1,30
Radical Photochemical Reactions,2019,1,2
Radical Photochemical Reactions,2021,2,6
Radical Photochemical Reactions,2023,1,1
Radical Photochemical Reactions,2024,3,21
Radical Photochemical Reactions,2025,3,3
Radio Frequency Integrated Circuit Design,2008,1,2
Radioactive contamination and transfer,2007,1,0
Radioactive Decay and Measurement Techniques,2008,1,21
Radioactive element chemistry and processing,2012,1,2
Radioactive element chemistry and processing,2013,1,12
Radioactive element chemistry and processing,2014,2,39
Radioactive element chemistry and processing,2017,1,1
Radioactive element chemistry and processing,2018,1,26
Radioactive element chemistry and processing,2019,2,14
Radioactive element chemistry and processing,2020,2,38
Radioactive element chemistry and processing,2021,3,51
Radioactive element chemistry and processing,2024,1,0
Radioactive element chemistry and processing,2025,6,18
Radioactivity and Radon Measurements,2017,3,62
Radioactivity and Radon Measurements,2020,1,14
Radioactivity and Radon Measurements,2024,1,5
Railway Engineering and Dynamics,2011,1,2
Railway Systems and Energy Efficiency,2014,1,1
Random lasers and scattering media,2012,2,3
Random Matrices and Applications,2019,2,80
Rangeland Management and Livestock Ecology,2019,1,2
Rare-earth and actinide compounds,2024,1,2
Rare-earth and actinide compounds,2025,1,0
Real-Time Systems Scheduling,1986,1,0
Recycled Aggregate Concrete Performance,2019,1,12
Recycled Aggregate Concrete Performance,2022,1,20
Recycled Aggregate Concrete Performance,2023,1,4
Recycled Aggregate Concrete Performance,2025,1,1
Recycling and utilization of industrial and municipal waste in materials production,2017,1,63
Recycling and utilization of industrial and municipal waste in materials production,2018,2,4
Recycling and utilization of industrial and municipal waste in materials production,2023,1,8
Recycling and utilization of industrial and municipal waste in materials production,2024,3,8
Recycling and utilization of industrial and municipal waste in materials production,2025,2,0
Recycling and Waste Management Techniques,1991,1,2
Recycling and Waste Management Techniques,2004,1,0
Recycling and Waste Management Techniques,2016,1,50
Recycling and Waste Management Techniques,2017,2,67
Recycling and Waste Management Techniques,2018,1,13
Recycling and Waste Management Techniques,2020,1,22
Recycling and Waste Management Techniques,2021,2,94
Recycling and Waste Management Techniques,2024,1,0
Recycling and Waste Management Techniques,2025,1,0
Reflective Practices in Education,2022,1,3
Refrigeration and Air Conditioning Technologies,2012,1,32
Refrigeration and Air Conditioning Technologies,2013,1,1
Refrigeration and Air Conditioning Technologies,2015,1,77
Refrigeration and Air Conditioning Technologies,2024,1,1
Regional Development and Environment,2019,1,2
Regional Development and Policy,2005,1,0
Regional Economics and Spatial Analysis,2005,1,0
Regional Economics and Spatial Analysis,2015,1,0
Regional Economics and Spatial Analysis,2019,1,0
Religion and Society Interactions,2007,1,5
Religion and Sociopolitical Dynamics in Nigeria,2000,1,3
Religion and Sociopolitical Dynamics in Nigeria,2007,1,5
Remote Sensing and LiDAR Applications,2013,1,0
Remote Sensing and LiDAR Applications,2015,2,0
Remote Sensing and LiDAR Applications,2017,1,3
Remote Sensing and LiDAR Applications,2018,1,9
Remote Sensing and LiDAR Applications,2020,1,3
Remote Sensing and LiDAR Applications,2023,1,9
Remote Sensing in Agriculture,2024,2,6
Remote-Sensing Image Classification,2012,1,113
Remote-Sensing Image Classification,2013,1,67
Remote-Sensing Image Classification,2015,3,78
Remote-Sensing Image Classification,2018,1,126
Remote-Sensing Image Classification,2019,4,416
Remote-Sensing Image Classification,2020,2,303
Remote-Sensing Image Classification,2021,2,149
Remote-Sensing Image Classification,2022,3,15
Remote-Sensing Image Classification,2023,4,80
Remote-Sensing Image Classification,2024,4,38
Remote-Sensing Image Classification,2025,4,1
Renal function and acid-base balance,2025,1,0
Renal Transplantation Outcomes and Treatments,2017,1,7
Renewable energy and sustainable power systems,2011,1,14
Reproductive Biology and Fertility,1996,1,22
Reproductive Biology and Fertility,1997,1,14
Reproductive Biology and Fertility,1999,2,26
Reproductive Biology and Fertility,2025,1,0
Reproductive Physiology in Livestock,1996,1,28
Reproductive Physiology in Livestock,1997,1,6
Reproductive Physiology in Livestock,2000,1,104
Reproductive System and Pregnancy,1999,1,8
Reproductive System and Pregnancy,2025,1,0
Research Data Management Practices,2003,1,0
Research Data Management Practices,2024,1,6
"Research, Science, and Academia",2007,1,2
Reservoir Engineering and Simulation Methods,1994,1,2
Reservoir Engineering and Simulation Methods,1997,2,0
Reservoir Engineering and Simulation Methods,1999,1,15
Reservoir Engineering and Simulation Methods,2001,1,12
Reservoir Engineering and Simulation Methods,2002,4,26
Reservoir Engineering and Simulation Methods,2003,1,4
Reservoir Engineering and Simulation Methods,2004,1,1
Reservoir Engineering and Simulation Methods,2005,4,24
Reservoir Engineering and Simulation Methods,2006,2,5
Reservoir Engineering and Simulation Methods,2007,7,147
Reservoir Engineering and Simulation Methods,2008,12,281
Reservoir Engineering and Simulation Methods,2009,4,74
Reservoir Engineering and Simulation Methods,2010,16,120
Reservoir Engineering and Simulation Methods,2011,13,263
Reservoir Engineering and Simulation Methods,2012,13,107
Reservoir Engineering and Simulation Methods,2013,24,583
Reservoir Engineering and Simulation Methods,2014,40,871
Reservoir Engineering and Simulation Methods,2015,25,400
Reservoir Engineering and Simulation Methods,2016,45,867
Reservoir Engineering and Simulation Methods,2017,48,969
Reservoir Engineering and Simulation Methods,2018,62,1518
Reservoir Engineering and Simulation Methods,2019,76,1397
Reservoir Engineering and Simulation Methods,2020,62,703
Reservoir Engineering and Simulation Methods,2021,69,940
Reservoir Engineering and Simulation Methods,2022,59,463
Reservoir Engineering and Simulation Methods,2023,37,185
Reservoir Engineering and Simulation Methods,2024,49,179
Reservoir Engineering and Simulation Methods,2025,32,60
Reservoir Engineering and Simulation Methods,2026,7,0
Respiratory and Cough-Related Research,2018,1,0
Respiratory Support and Mechanisms,2012,1,1
Respiratory Support and Mechanisms,2013,2,49
Respiratory Support and Mechanisms,2014,1,19
Respiratory Support and Mechanisms,2015,1,15
Respiratory Support and Mechanisms,2016,1,4
Rheology and Fluid Dynamics Studies,1986,3,422
Rheology and Fluid Dynamics Studies,1988,1,14
Rheology and Fluid Dynamics Studies,2009,1,1
Rheology and Fluid Dynamics Studies,2011,1,0
Rheology and Fluid Dynamics Studies,2013,1,53
Rheology and Fluid Dynamics Studies,2017,1,15
Rheology and Fluid Dynamics Studies,2018,6,147
Rheology and Fluid Dynamics Studies,2019,5,160
Rheology and Fluid Dynamics Studies,2020,2,36
Rheology and Fluid Dynamics Studies,2021,3,31
Rheology and Fluid Dynamics Studies,2022,4,59
Rheology and Fluid Dynamics Studies,2023,2,18
Rheology and Fluid Dynamics Studies,2024,1,7
Rheology and Fluid Dynamics Studies,2025,1,2
Rice Cultivation and Yield Improvement,2023,1,0
Risk and Portfolio Optimization,2011,1,1
Risk and Safety Analysis,2017,2,20
Risk and Safety Analysis,2018,1,20
Risk and Safety Analysis,2021,1,4
Risk Management in Financial Firms,2011,1,0
Risk Management in Financial Firms,2016,1,2
RNA and protein synthesis mechanisms,2013,1,50
RNA modifications and cancer,2013,1,50
Robotic Process Automation Applications,2013,1,2
Rock Mechanics and Modeling,1991,1,80
Rock Mechanics and Modeling,1993,1,24
Rock Mechanics and Modeling,1994,2,35
Rock Mechanics and Modeling,1997,1,10
Rock Mechanics and Modeling,2001,2,24
Rock Mechanics and Modeling,2002,1,4
Rock Mechanics and Modeling,2004,1,13
Rock Mechanics and Modeling,2006,1,90
Rock Mechanics and Modeling,2008,2,47
Rock Mechanics and Modeling,2009,5,71
Rock Mechanics and Modeling,2011,3,31
Rock Mechanics and Modeling,2012,2,27
Rock Mechanics and Modeling,2013,3,39
Rock Mechanics and Modeling,2014,3,93
Rock Mechanics and Modeling,2015,2,36
Rock Mechanics and Modeling,2016,8,206
Rock Mechanics and Modeling,2017,8,338
Rock Mechanics and Modeling,2018,13,523
Rock Mechanics and Modeling,2019,18,307
Rock Mechanics and Modeling,2020,21,426
Rock Mechanics and Modeling,2021,20,342
Rock Mechanics and Modeling,2022,13,114
Rock Mechanics and Modeling,2023,23,272
Rock Mechanics and Modeling,2024,10,51
Rock Mechanics and Modeling,2025,10,7
Rock Mechanics and Modeling,2026,3,0
Rocket and propulsion systems research,2023,1,11
Rocket and propulsion systems research,2024,1,6
Satellite Communication Systems,2013,1,1
Satellite Image Processing and Photogrammetry,2015,4,0
Scheduling and Optimization Algorithms,2006,1,0
Scheduling and Optimization Algorithms,2011,2,1
Scheduling and Optimization Algorithms,2012,2,5
Scheduling and Optimization Algorithms,2014,1,0
Scheduling and Optimization Algorithms,2020,1,0
Scheduling and Optimization Algorithms,2023,1,0
Scheduling and Timetabling Solutions,2014,1,0
Science and Climate Studies,2015,1,0
Science Education and Pedagogy,2006,1,0
Scientific and Engineering Research Topics,2025,1,0
Scientific Computing and Data Management,2009,1,0
Scientific Computing and Data Management,2014,1,2
Scientific Computing and Data Management,2017,1,0
Scientific Computing and Data Management,2019,1,1
Scientific Computing and Data Management,2023,2,1
Scientific Computing and Data Management,2024,1,0
Scientific Computing and Data Management,2025,1,0
Scientific Research and Discoveries,2006,1,0
Scientific Research and Discoveries,2014,1,0
Scientific Research and Discoveries,2015,7,0
Scientific Research and Discoveries,2022,2,1
Scientific Research and Discoveries,2024,1,3
scientometrics and bibliometrics research,2024,2,6
Scoliosis diagnosis and treatment,2018,1,0
Seaweed-derived Bioactive Compounds,2007,1,8
Seismic Imaging and Inversion Techniques,1985,1,6
Seismic Imaging and Inversion Techniques,1989,2,4
Seismic Imaging and Inversion Techniques,1993,2,395
Seismic Imaging and Inversion Techniques,1994,1,3
Seismic Imaging and Inversion Techniques,1997,1,10
Seismic Imaging and Inversion Techniques,1998,1,57
Seismic Imaging and Inversion Techniques,2000,1,4
Seismic Imaging and Inversion Techniques,2001,3,42
Seismic Imaging and Inversion Techniques,2002,2,9
Seismic Imaging and Inversion Techniques,2004,3,12
Seismic Imaging and Inversion Techniques,2005,2,7
Seismic Imaging and Inversion Techniques,2006,1,4
Seismic Imaging and Inversion Techniques,2007,3,76
Seismic Imaging and Inversion Techniques,2008,11,72
Seismic Imaging and Inversion Techniques,2009,10,189
Seismic Imaging and Inversion Techniques,2010,15,48
Seismic Imaging and Inversion Techniques,2011,26,235
Seismic Imaging and Inversion Techniques,2012,14,124
Seismic Imaging and Inversion Techniques,2013,29,222
Seismic Imaging and Inversion Techniques,2014,28,361
Seismic Imaging and Inversion Techniques,2015,21,257
Seismic Imaging and Inversion Techniques,2016,26,367
